Протокол,IP,Port,Страна
HTTP,83.168.74.163,8080,PL
HTTP,85.121.53.198,80,DE
HTTP,87.226.22.225,80,LV
HTTP,88.193.151.157,80,FI
HTTP,89.43.86.165,80,ES
HTTP,89.58.55.33,80,DE
HTTP,95.129.101.73,80,CZ
HTTP,96.126.111.39,1081,US
HTTP,98.64.128.182,3128,NL
SOCKS4,109.123.251.109,1080,FR
SOCKS4,109.232.137.43,5678,IT
SOCKS4,12.218.209.130,13326,US
SOCKS4,138.124.114.113,1080,DE
SOCKS4,138.197.234.127,1081,US
SOCKS4,144.31.159.73,1080,US
SOCKS4,149.62.186.244,1080,IT
SOCKS4,158.101.1.100,42171,US
SOCKS4,158.178.198.31,1080,FR
SOCKS4,164.92.164.52,9050,DE
SOCKS4,174.64.199.82,4145,US
SOCKS4,174.75.211.193,4145,US
SOCKS4,174.75.211.222,4145,US
SOCKS4,176.100.39.55,1080,DE
SOCKS4,184.178.172.11,4145,US
SOCKS4,184.178.172.18,15280,US
SOCKS4,184.182.240.12,4145,US
SOCKS4,184.182.240.211,4145,US
SOCKS4,184.185.2.12,4145,US
SOCKS4,185.108.76.197,9050,DE
SOCKS4,185.214.108.46,40000,ES
SOCKS4,188.150.229.60,5678,SE
SOCKS4,208.102.51.6,58208,US
SOCKS4,216.68.128.121,4145,US
SOCKS4,35.237.28.196,2222,US
SOCKS4,46.21.186.252,1080,IT
SOCKS4,46.8.112.212,1080,NL
SOCKS4,51.83.226.103,9055,PL
SOCKS4,66.42.224.229,41679,US
SOCKS4,67.201.33.10,25283,US
SOCKS4,67.201.35.145,4145,US
SOCKS4,67.201.39.14,4145,US
SOCKS4,67.201.59.70,4145,US
SOCKS4,68.1.210.189,4145,US
SOCKS4,68.71.242.118,4145,US
SOCKS4,68.71.247.130,4145,US
SOCKS4,68.71.249.153,48606,US
SOCKS4,68.71.251.134,4145,US
SOCKS4,68.71.252.38,4145,US
SOCKS4,68.71.254.6,4145,US
SOCKS4,69.61.200.104,36181,US
SOCKS4,72.195.34.41,4145,US
SOCKS4,72.195.34.60,27391,US
SOCKS4,72.205.0.67,4145,US
SOCKS4,72.207.33.64,4145,US
SOCKS4,72.37.217.3,4145,US
SOCKS4,72.49.49.11,31034,US
SOCKS4,74.119.144.60,4145,US
SOCKS4,74.119.147.209,4145,US
SOCKS4,76.81.6.107,31008,US
SOCKS4,77.110.119.136,1080,US
SOCKS4,77.232.142.77,31336,SE
SOCKS4,77.239.111.173,1080,NL
SOCKS4,78.111.112.118,4145,CZ
SOCKS4,81.12.157.98,5678,RO
SOCKS4,88.99.82.67,443,DE
SOCKS4,90.69.168.13,4145,ES
SOCKS4,91.150.189.122,60647,PL
SOCKS4,91.211.100.35,44744,PL
SOCKS4,91.84.125.92,1080,NL
SOCKS4,91.92.80.199,4145,BG
SOCKS4,92.247.31.130,1080,BG
SOCKS4,93.183.175.6,5678,BG
SOCKS4,94.130.90.236,43009,DE
SOCKS4,94.158.219.111,1080,LV
SOCKS4,98.170.57.241,4145,US
SOCKS4,98.175.31.222,4145,US
SOCKS4,98.178.72.21,10919,US
SOCKS4,98.188.47.132,4145,US
SOCKS5,104.219.236.127,1080,US
SOCKS5,107.172.234.170,1080,US
SOCKS5,107.173.51.212,1080,US
SOCKS5,132.148.244.30,45157,US
SOCKS5,134.122.64.174,1080,DE
SOCKS5,134.122.76.129,1080,DE
SOCKS5,134.122.76.129,1081,DE
SOCKS5,134.122.76.129,1082,DE
SOCKS5,134.122.76.129,1083,DE
SOCKS5,134.122.76.129,1084,DE
SOCKS5,134.122.76.129,1085,DE
SOCKS5,134.122.76.129,1086,DE
SOCKS5,134.122.76.129,1087,DE
SOCKS5,134.122.76.129,1089,DE
SOCKS5,134.122.76.129,1090,DE
SOCKS5,134.122.76.129,1091,DE
SOCKS5,134.122.76.129,1092,DE
SOCKS5,134.122.76.129,1093,DE
SOCKS5,134.122.76.129,1094,DE
SOCKS5,134.122.76.129,1095,DE
SOCKS5,137.184.239.147,1080,US
SOCKS5,138.68.247.51,1080,US
SOCKS5,146.103.125.38,1080,NL
SOCKS5,152.53.144.223,1080,AT
SOCKS5,154.219.125.240,58367,US
SOCKS5,164.90.183.36,1081,DE
SOCKS5,164.90.183.36,1082,DE
SOCKS5,164.90.183.36,1083,DE
SOCKS5,164.90.183.36,1084,DE
SOCKS5,164.90.183.36,1086,DE
SOCKS5,164.90.183.36,1088,DE
SOCKS5,164.90.183.36,1090,DE
SOCKS5,164.90.183.36,1091,DE
SOCKS5,164.90.183.36,1092,DE
SOCKS5,164.90.183.36,1093,DE
SOCKS5,164.90.183.36,1094,DE
SOCKS5,164.90.183.36,1095,DE
SOCKS5,164.90.185.232,1080,DE
SOCKS5,164.90.185.232,1081,DE
SOCKS5,164.90.185.232,1082,DE
SOCKS5,164.90.185.232,1084,DE
SOCKS5,164.90.185.232,1086,DE
SOCKS5,164.90.185.232,1087,DE
SOCKS5,164.90.185.232,1088,DE
SOCKS5,164.90.185.232,1089,DE
SOCKS5,164.90.185.232,1090,DE
SOCKS5,164.90.185.232,1091,DE
SOCKS5,164.90.185.232,1092,DE
SOCKS5,164.90.185.232,1093,DE
SOCKS5,164.90.185.232,1094,DE
SOCKS5,164.90.185.232,1095,DE
SOCKS5,164.90.187.185,1080,DE
SOCKS5,164.90.187.185,1081,DE
SOCKS5,164.90.187.185,1082,DE
SOCKS5,164.90.187.185,1084,DE
SOCKS5,164.90.187.185,1085,DE
SOCKS5,164.90.187.185,1086,DE
SOCKS5,164.90.187.185,1087,DE
SOCKS5,164.90.187.185,1088,DE
SOCKS5,164.90.187.185,1089,DE
SOCKS5,164.90.187.185,1090,DE
SOCKS5,164.90.187.185,1091,DE
SOCKS5,164.90.187.185,1092,DE
SOCKS5,164.90.187.185,1093,DE
SOCKS5,164.90.187.185,1094,DE
SOCKS5,164.90.187.185,1095,DE
SOCKS5,164.90.221.76,1080,DE
SOCKS5,164.90.221.76,1081,DE
SOCKS5,164.90.221.76,1082,DE
SOCKS5,164.90.221.76,1083,DE
SOCKS5,164.90.221.76,1084,DE
SOCKS5,164.90.221.76,1085,DE
SOCKS5,164.90.221.76,1087,DE
SOCKS5,164.90.221.76,1088,DE
SOCKS5,164.90.221.76,1089,DE
SOCKS5,164.90.221.76,1090,DE
SOCKS5,164.90.221.76,1091,DE
SOCKS5,164.90.221.76,1092,DE
SOCKS5,164.90.221.76,1093,DE
SOCKS5,164.90.221.76,1094,DE
SOCKS5,164.90.221.76,1095,DE
SOCKS5,164.90.237.11,1080,DE
SOCKS5,164.90.237.11,1081,DE
SOCKS5,164.90.237.11,1083,DE
SOCKS5,164.90.237.11,1084,DE
SOCKS5,164.90.237.11,1085,DE
SOCKS5,164.90.237.11,1086,DE
SOCKS5,164.90.237.11,1087,DE
SOCKS5,164.90.237.11,1088,DE
SOCKS5,164.90.237.11,1089,DE
SOCKS5,164.90.237.11,1090,DE
SOCKS5,164.90.237.11,1091,DE
SOCKS5,164.90.237.11,1092,DE
SOCKS5,164.90.237.11,1093,DE
SOCKS5,164.90.237.11,1094,DE
SOCKS5,164.90.237.11,1095,DE
SOCKS5,167.172.161.22,1081,DE
SOCKS5,167.172.161.22,1082,DE
SOCKS5,167.172.161.22,1083,DE
SOCKS5,167.172.161.22,1085,DE
SOCKS5,167.172.161.22,1089,DE
SOCKS5,167.172.161.22,1090,DE
SOCKS5,167.172.161.22,1091,DE
SOCKS5,167.172.161.22,1093,DE
SOCKS5,167.172.161.22,1095,DE
SOCKS5,168.245.197.146,80,ES
SOCKS5,169.155.50.87,1080,US
SOCKS5,184.178.172.17,4145,US
SOCKS5,184.181.217.210,4145,US
SOCKS5,185.218.137.242,1080,DE
SOCKS5,185.230.191.240,1080,FI
SOCKS5,193.221.203.192,1080,FI
SOCKS5,193.25.215.182,22222,US
SOCKS5,2.27.32.81,1080,US
SOCKS5,212.58.132.5,1080,US
SOCKS5,213.165.38.234,1080,NL
SOCKS5,213.165.38.234,1081,NL
SOCKS5,38.180.44.151,1080,EE
SOCKS5,38.59.241.162,1080,US
SOCKS5,45.94.47.227,1080,FI
SOCKS5,46.101.184.29,1080,DE
SOCKS5,46.101.184.29,1081,DE
SOCKS5,46.101.184.29,1083,DE
SOCKS5,46.101.184.29,1084,DE
SOCKS5,46.101.184.29,1086,DE
SOCKS5,46.101.184.29,1087,DE
SOCKS5,46.101.184.29,1088,DE
SOCKS5,46.101.184.29,1089,DE
SOCKS5,46.101.184.29,1090,DE
SOCKS5,46.101.184.29,1091,DE
SOCKS5,46.101.184.29,1093,DE
SOCKS5,46.101.184.29,1095,DE
SOCKS5,5.189.183.165,9050,FR
SOCKS5,5.255.103.55,1080,NL
SOCKS5,5.255.117.250,1080,NL
SOCKS5,68.224.46.121,1080,US
SOCKS5,68.71.245.206,4145,US
SOCKS5,72.207.109.5,4145,US
SOCKS5,72.214.108.67,4145,US
SOCKS5,93.177.116.84,1080,NL
SOCKS5,95.179.186.122,1080,NL
SOCKS5,98.175.31.195,4145,US
SOCKS5,98.190.239.3,4145,US
